state,District Name,block,Annual Domestic and Industry Draft,Annual Irrigation Draft,Annual Groundwater Draft (Total),Annual Replenishable Groundwater Resources (Total),Natural Discharge During Non-Monsoon Season,Net Groundwater Availability,Stage of Groundwater Development (%)
BR,Madhepura,Ghailam,142.0,1151.0,1293.0,2954.0,0.25428,2806.0,46.1
BR,Madhepura,Gamharia,127.0,1263.0,1389.0,2292.0,0.266075,2063.0,67.4
UP,Etawah,Chakaranagar,167.07,1302.6,1469.67,5429.66,0.134198,5158.18,28.49
UP,Faizabad Ayodhya,Rudauli,308.72,5452.14,5760.86,6778.78,0.183178,6439.84,89.46
UP,Kanpur Dehat,Jhinjhak,322.47,4557.15,4879.62,7975.63,0.327021,7527.37,64.83
UP,Unnao,Sikandar Sirausi,477.06,6802.8,7279.86,9093.53,0.262592,8184.17,88.95
BR,Madhepura,Madhepura,536.0,1808.0,2344.0,5221.0,0.498343,4699.0,49.9
UP,Kanpur Dehat,Maitha,412.77,7031.46,7444.23,9742.26,0.290776,8657.92,85.98
BR,Madhepura,Singheswar,198.0,1710.0,1908.0,3289.0,0.269811,2960.0,64.5
UP,Kanpur Nagar,Chaubepur,286.04,6203.44,6489.48,7906.68,0.351782,7511.35,86.4
UP,Etawah,Mahewa,472.78,5932.5,6405.28,12667.53,0.393349,12034.15,53.23
UP,Kanpur Dehat,Rasulabad,591.04,14328.15,14919.19,19169.11,0.53085,18210.65,81.93
UP,Kanpur Nagar,Kakwan,142.3,2287.6,2429.9,8142.67,0.41,7735.54,18.7
UP,Kanpur Nagar,Shivrajapur,271.0,7640.19,7911.19,8594.78,0.592702,8165.04,96.89
UP,Unnao,Safipur,355.5,6550.23,6905.73,12823.74,0.658941,12182.55,56.69
BR,Madhepura,Shankarpur,160.0,1470.0,1631.0,3137.0,0.262915,2823.0,57.8
UP,Etawah,Barahpura,409.66,2481.13,2890.79,3654.46,0.100288,3471.74,83.27
UP,Etawah,Bharthna,406.98,3005.7,3412.68,9858.55,0.402621,9365.62,36.44
BR,Madhepura,Kishanganj,358.0,1692.0,2050.0,7641.0,0.270493,6877.0,29.8
UP,Agra,Jaitpur Kalan,272.96,4634.27,4907.23,6887.37,0.398666,6198.63,79.17
UP,Unnao,Bangarmau,373.99,6809.14,7183.13,12366.11,0.403056,11129.5,64.54
BR,Madhepura,Alamnagar,251.0,2090.0,2341.0,4864.0,0.253276,4378.0,53.5
UP,Kanpur Nagar,Bilhaur,386.38,3337.7,3724.08,8049.31,0.192846,7646.84,48.7
BR,Madhepura,Gwalpara,185.0,1936.0,2121.0,3499.0,0.266388,3149.0,67.4
BR,East Champaran,Pakri Dayal,191.0,1993.0,2185.0,3892.0,0.472085,3697.0,59.1
UP,Etawah,Jaswantnagar,335.92,5620.3,5956.22,10260.83,0.235269,9747.79,61.1
UP,Agra,Bah,346.46,4783.56,5130.02,6382.27,0.236322,5744.04,89.31
BR,East Champaran,Madhuban,213.0,2516.0,2729.0,4279.0,0.257157,4065.0,33.9
UP,Etawah,Takha,257.66,3137.1,3394.76,10333.46,0.376405,9816.79,34.58
UP,Agra,Pinahat,275.55,2748.82,3024.37,6691.0,0.235443,6021.9,50.22
UP,Agra,Jagner,266.83,2916.89,3183.72,3857.7,0.116136,3471.93,91.7
BR,East Champaran,Panhara,216.0,1643.0,1859.0,3904.0,0.31972,3709.0,50.1
UP,Etawah,Sefai,248.3,3272.7,3521.0,6724.7,0.600948,6388.47,55.11
UP,Etawah,Basrehar,373.99,6206.4,6580.39,13401.09,0.84816,12731.04,51.69
UP,Agra,Saiyana,370.27,5522.51,5892.78,5992.3,0.250716,5393.07,109.27
BR,Madhepura,Kumarkhand,365.0,4442.0,4807.0,7528.0,0.245351,6775.0,70.9
BR,Madhepura,Chausa,154.0,1277.0,1431.0,5022.0,0.291825,4520.0,31.7
UP,Firozabad,Madanpur,447.03,9040.0,9487.03,12039.48,0.379502,10835.54,87.55
UP,Firozabad,Aron,339.98,4901.08,5241.06,5694.93,0.294755,5410.19,96.87
UP,Hardoi,Mallawan,207.23,5397.95,5605.18,7036.47,0.314202,6684.65,83.85
BR,Madhepura,Biharriganj,198.0,1438.0,1635.0,3055.0,0.257451,2750.0,59.5
BR,Madhepura,Puraini,151.0,1284.0,1436.0,2550.0,0.257262,2295.0,62.5
UP,Mainpuri,Karhal,349.58,7713.71,8063.29,13562.3,0.392641,12206.07,66.06
UP,Mainpuri,Jagir,273.03,5921.23,6194.27,7663.69,0.77,6897.32,89.81
UP,Agra,Fatehabad,463.21,11313.72,11776.93,7781.03,0.239261,7002.92,168.17
BR,Rohtas,Nauhatta,266.0,2150.0,2416.0,4976.0,0.149981,4478.0,53.9
UP,Mainpuri,Barnahal,325.9,8371.0,8696.9,5441.06,0.254679,5169.01,168.25
BR,Rohtas,Karghar,338.0,4808.0,5146.0,14597.0,0.44863,13137.0,39.2
UP,Hardoi,Madhavganj,391.39,4896.3,5287.69,15526.09,0.504959,14749.79,35.85
BR,Rohtas,Chenari,202.0,1246.0,1448.0,7500.0,0.307296,6750.0,21.4
UP,Mainpuri,Kishni,448.19,10820.63,11268.82,13996.24,0.311516,12596.62,89.46
BR,Rohtas,Rohats,148.0,1713.0,1861.0,6067.0,0.193252,5764.0,32.3
BR,Rohtas,Sheosagar,271.0,2078.0,2349.0,10783.0,0.26817,9705.0,24.2
UP,Firozabad,Shikohabad,463.72,10677.58,11141.3,7271.93,0.304606,6544.74,170.23
UP,Firozabad,Firozabad,573.76,8513.6,9087.36,6136.31,0.194582,5522.68,164.55
UP,Agra,Fatehpur Sikri,373.76,11351.07,11724.83,8301.68,0.26498,7471.51,156.93
BR,Rohtas,Kochas,225.0,4028.0,4253.0,8271.0,0.37805,7444.0,57.1
UP,Firozabad,Tundla,610.89,10558.96,11169.85,8197.48,0.446303,7787.61,143.43
UP,Firozabad,Hathwant,389.69,8175.04,8564.73,6968.4,0.34818,6271.56,136.56
BR,East Champaran,Dhaka,577.0,1801.0,2378.0,5877.0,0.3465,5290.0,44.9
UP,Mainpuri,Bewar,485.24,6701.61,7186.85,9290.63,0.358532,8361.57,85.95
UP,Farrukhabad,Barhpur,409.66,2481.13,2890.79,3654.46,0.200365,3471.74,83.27
UP,Hardoi,Bilgram,457.49,6148.3,6605.79,8424.56,0.242182,8003.33,82.54
UP,Firozabad,Jasrana,299.56,8265.6,8565.16,12138.77,0.518047,10924.89,78.4
UP,Farrukhabad,Kamalganj,627.13,6863.49,7490.62,9116.4,0.258931,8660.58,86.49
UP,Mainpuri,Mainpuri,487.36,12309.25,12796.62,15311.34,0.36914,14545.77,87.97
UP,Mainpuri,Ghiror,404.02,9473.51,9877.52,15396.68,0.474091,13857.01,71.28
UP,Hardoi,Sandi,373.43,5072.3,5445.73,6679.46,0.224629,6345.48,85.82
UP,Firozabad,Narkhi,463.212,11313.72,11776.93,7781.03,0.246188,7002.92,168.172
UP,Firozabad,Eka,467.57,10039.94,10507.51,14161.53,0.404097,12745.38,82.44
UP,Farrukhabad,Mohamadabad,627.13,6558.02,7185.15,10980.12,0.278935,10431.11,68.88
BR,Rohtas,Sasaram,547.0,2260.0,2807.0,9934.0,0.257265,8940.0,31.4
BR,Rohtas,Tilhothu,170.0,3446.0,3616.0,4866.0,0.307377,4379.0,82.6
UP,Agra,Khandauli,430.73,4601.06,5031.79,4288.35,0.157791,3859.51,130.37
UP,Farrukhabad,Nawabganj,381.3,6757.5,7138.8,8966.14,0.45,8517.83,83.81
UP,Mathura,Farah,352.7,9505.05,9857.75,11811.77,0.447806,10630.59,92.73
UP,Kasganj,Ganjdundwara,425.12,6583.2,7008.32,10052.24,0.233535,9047.02,77.47
UP,Agra,Etmadpur,388.81,5461.49,5850.3,5221.95,0.188971,4699.75,124.48
BR,Rohtas,Nokha,367.0,998.0,1365.0,5817.0,0.335996,5526.0,24.7
BR,Rohtas,Dinara,362.0,2622.0,2984.0,10523.0,0.329865,9997.0,29.8
UP,Hardoi,Harpalpur,380.85,4883.2,5264.05,6239.64,0.182129,5927.65,88.81
UP,Hardoi,Bawan,504.03,8478.4,8982.43,12431.31,0.372256,11809.74,76.06
UP,Mathura,Baldeo,406.87,11246.78,11653.65,8648.32,0.287903,7783.49,149.72
UP,Mainpuri,Sultanganj,477.98,6039.2,6517.17,10019.87,0.351165,9017.88,72.27
UP,Mainpuri,Kurawali,361.12,7583.07,7944.19,9401.8,0.346337,8931.71,88.94
UP,Shahjahanpur,Kanth,291.36,1488.36,1779.72,7459.9,0.216548,7086.91,25.11
UP,Etah,Sakit,474.2,6260.75,6734.95,9991.23,0.258986,8992.1,74.9
UP,Etah,Jalesar,345.84,6483.33,6829.17,6188.08,0.218839,5569.27,122.62
UP,Etah,Awagarh,363.54,8768.04,9131.58,10537.88,0.344922,9484.1,96.28
UP,Farrukhabad,Rajepur,413.71,5885.0,6298.71,10070.81,0.315258,9567.27,65.84
UP,Kasganj,Kasganj,434.69,11410.85,11845.54,9105.47,0.320329,8194.93,144.55
BR,Rohtas,Dehri,137.0,962.0,1099.0,2588.0,0.372653,2329.0,47.2
BR,Rohtas,Sanjhauli,97.0,610.0,707.0,2460.0,0.359486,2214.0,31.9
UP,Mathura,Govardhan,439.25,8437.0,8876.25,12259.36,0.319576,11033.43,80.45
BR,Rohtas,Akorhi Gota,186.0,861.0,1047.0,4137.0,0.393909,3723.0,28.1
BR,Rohtas,Dawath,240.0,1006.0,1246.0,3591.0,0.33624,3232.0,38.6
BR,East Champaran,Patahi,100.0,1193.0,1293.0,2099.0,0.308956,1994.0,64.8
UP,Farrukhabad,Shamsabad,436.12,8211.94,8648.06,11008.82,0.55,10458.38,82.69
UP,Etah,Shitalpur,556.06,8150.56,8706.62,11769.41,0.388787,10592.47,82.2
BR,Rohtas,Bikramganj,416.0,1552.0,1968.0,6308.0,0.457866,5677.0,34.7
UP,Etah,Jaithara,443.34,5257.64,5700.98,7231.36,0.210239,6508.22,87.6
UP,Mathura,Mathura,570.58,8984.83,9555.41,13423.42,0.303608,12081.08,79.09
UP,Mathura,Raya,452.25,15362.94,15815.19,11211.98,0.380813,10090.78,156.73
BR,Rohtas,Suryapura,91.0,764.0,855.0,2011.0,0.329812,1810.0,47.2
UP,Farrukhabad,Kaimganj,499.2,9265.18,9764.38,11354.5,0.358692,10786.78,90.52
UP,Hardoi,Bharkhani,379.03,9065.0,9444.03,11476.49,0.273053,10902.67,86.62
UP,Kasganj,Sidhpura,309.08,5037.67,5346.75,6632.04,0.388189,5968.84,89.58
UP,Hardoi,Shahabad,410.33,8292.0,8702.33,10528.14,0.53,10001.73,87.01
UP,Mathura,Chaumuhan,289.17,7355.04,7644.21,13374.39,0.334909,12036.95,63.51
BR,Rohtas,Rajpur,311.0,3438.0,3749.0,10501.0,0.357188,9450.0,39.7
UP,Etah,Nidhauli Kalan,459.38,9028.85,9488.23,11322.61,0.305815,10190.35,93.11
UP,Kasganj,Patiyali,331.47,6472.49,6803.96,8551.09,0.275132,7695.98,88.41
UP,Mathura,Mat,363.87,6925.2,7289.07,9050.65,0.338036,8145.58,89.48
UP,Budaun,Usawan,314.01,6689.46,7003.47,9358.94,0.321973,8423.05,83.15
UP,Aligarh,Iglas,368.71,5613.25,5981.96,6240.01,0.232193,5616.01,106.52
UP,Kasganj,Amanpur,345.05,6066.04,6411.09,8594.13,0.343638,7734.72,82.89
UP,Shahjahanpur,Kalan,381.25,4765.1,5146.35,7086.22,0.267439,6377.6,80.69
UP,Mathura,Chhata,422.15,5526.0,5948.15,13045.42,0.421134,11740.88,50.66
UP,Aligarh,Akrabad,392.92,5001.13,5394.04,9890.35,0.342365,8901.31,60.6
UP,Shahjahanpur,Jalalabad,342.88,8861.5,9204.38,14294.29,0.342097,12864.86,71.55
BR,Rohtas,Karakat,337.0,1656.0,1993.0,6769.0,0.377602,6092.0,32.7
BR,Rohtas,Narsiganj,225.0,785.0,1010.0,5131.0,0.357188,4618.0,21.9
BR,Jamui,Aliganj,220.0,441.0,661.0,4895.0,0.283941,4405.0,15.0
UP,Mathura,Nandgaon,297.55,4730.18,5027.73,13678.99,0.392239,12311.09,40.84
UP,Kasganj,Sahawar,306.38,9188.66,9495.04,9317.05,0.456103,8385.34,113.23
BR,Jamui,Sikandra,239.0,1225.0,1463.0,3385.0,0.354624,3047.0,48.0
UP,Budaun,Miaon,369.65,4091.84,4461.49,7996.4,0.241113,7196.76,61.99
UP,Shahjahanpur,Dadrol,328.16,5270.28,5598.44,11235.97,0.300602,10674.17,52.45
UP,Aligarh,Gangiri,659.4,7459.45,8118.85,10081.46,0.25647,9073.32,89.48
UP,Aligarh,Gonda,470.57,4740.16,5210.73,6555.72,0.235437,5900.15,88.32
UP,Shahjahanpur,Bhawal Khera,577.21,4632.48,5209.69,10160.26,0.321849,9652.25,53.97
BR,East Champaran,Mahesi,228.0,2596.0,2824.0,5049.0,0.304457,4797.0,67.1
UP,Mathura,Nohjhil,408.72,14310.54,14719.26,9952.99,0.31664,8957.69,164.32
UP,Budaun,Quadar Chowk,379.17,5929.7,6308.87,9020.65,0.32832,8569.62,73.62
UP,Kasganj,Soron,506.37,10388.38,10894.75,11645.51,0.307176,11063.24,98.48
UP,Aligarh,Khair,446.3,5685.0,6131.3,7667.2,0.227396,6900.48,88.85
UP,Aligarh,Dhanipur,505.92,6612.0,7117.92,9675.34,0.300159,9191.58,77.44
UP,Aligarh,Lodha,624.78,3798.0,4422.78,6249.78,0.204099,5624.8,78.63
BR,Jamui,Khaira,345.0,2412.0,2756.0,9729.0,0.309415,8756.0,31.5
UP,Shahjahanpur,Jaitpur,261.1,4031.65,4292.75,6708.77,0.189891,6037.89,71.1
BR,Jamui,Jamui,361.0,2137.0,2499.0,4445.0,0.327277,4000.0,62.5
BR,Jamui,Lakshmipur,192.0,622.0,815.0,1914.0,0.120375,1818.0,44.8
UP,Aligarh,Bijauli,421.09,5486.83,5907.92,8760.69,0.331683,7884.62,74.93
UP,Budaun,Ujhani,474.12,6707.35,7181.47,10806.64,0.272759,9725.98,73.84
BR,Patna,Paliganj,379.0,1632.0,2011.0,9803.0,0.390414,8822.0,22.8
UP,Shahjahanpur,Sindhauli,396.62,5845.27,6241.89,8666.95,0.270631,7800.26,80.02
UP,Budaun,Jagat,476.8,4589.97,5066.77,7637.07,0.304561,7255.22,69.84
UP,Aligarh,Tappal,427.15,5727.88,6155.03,8150.66,0.219936,7335.6,83.91
BR,Patna,Dulhin Bazar,184.0,1511.0,1695.0,4127.0,0.325829,3714.0,45.6
UP,Aligarh,Jawa Sikandairpur,632.87,5487.63,6120.49,9950.4,0.300054,8955.36,68.34
UP,Budaun,Sahaswan,456.89,5633.67,6090.56,7435.31,0.179011,7063.54,86.23
UP,Aligarh,Atrauli,465.64,5042.25,5507.89,6873.86,0.254108,6186.47,89.03
UP,Budaun,Ambiapur,434.57,6597.36,7031.93,6006.86,0.231509,5406.17,130.07
UP,Budaun,Samrer,298.36,5025.0,5323.36,6582.07,0.31232,5923.86,89.86
UP,Bulandshahar,Danpur,445.26,7233.6,7678.86,8865.95,0.435974,8422.65,91.17
UP,Aligarh,Chandaus,505.11,4725.38,5230.49,5820.88,0.195329,5238.8,99.84
BR,Patna,Bikram,248.0,2357.0,2605.0,4889.0,0.37619,4645.0,56.1
UP,Budaun,Salarpur,381.79,4237.84,4619.63,8074.68,0.38845,7267.21,63.57
BR,Patna,Bihta,375.0,3291.0,3666.0,6648.0,0.406589,5983.0,61.3
UP,Shahjahanpur,Nigohi,379.26,6502.36,6881.62,12128.77,0.801928,10915.89,63.04
UP,Budaun,Dahgawan,456.89,5633.67,6090.56,7435.31,0.179011,7063.54,86.23
UP,Bulandshahar,Jahangirabad,385.39,6890.94,7276.33,12453.68,0.426492,11208.31,64.92
BR,Patna,Maner,521.0,1739.0,2261.0,5392.0,0.26609,4853.0,46.6
UP,Bulandshahar,Pahasu,428.64,9279.97,9708.61,11184.85,0.382391,10066.37,96.45
UP,Bulandshahar,Arnia Khurd,338.45,8726.17,9064.62,13324.5,0.52684,11992.05,75.59
UP,Bulandshahar,Debai,413.39,4015.03,4428.42,16486.46,0.642682,15662.14,28.27
UP,Bulandshahar,Lakhaothi,269.89,5713.07,5982.96,6799.96,0.307469,6119.96,97.76
UP,Budaun,Wazirganj,324.9,4132.32,4457.22,6514.49,0.65,5863.04,76.02
UP,Budaun,Bisauli,382.0,6154.8,6536.8,8187.1,0.373088,7368.39,88.71
UP,Bulandshahar,Khurja,562.49,11296.65,11859.14,13395.4,0.466904,12055.86,98.37
UP,Pilibhit,Bisalpur,385.47,5182.72,5568.19,10909.51,0.258529,10364.03,53.73
UP,Budaun,Asafpur,388.94,7173.0,7561.94,8584.13,0.403643,7725.72,97.88
UP,Bulandshahar,Siana,241.28,4226.07,4467.35,7863.33,0.44437,7077.0,63.12
UP,Rampur,Shahabad,705.02,11322.65,12027.67,12946.12,0.261014,11651.51,103.23
UP,Bulandshahar,Bhawan Bahadur Nagar,257.96,5308.38,5566.34,6243.06,0.351168,5618.75,99.07
UP,Saharanpur,Rampur Maniharan,366.79,10535.46,10902.25,12482.47,0.424541,11858.35,91.94
UP,Budaun,Islamnagar,309.43,7685.33,7994.76,8347.92,0.272624,7513.13,106.41
UP,Bulandshahar,Shikarpur,360.6,9236.7,9597.3,11408.66,0.407845,10267.79,93.47
UP,Pilibhit,Bilsanda,459.42,8580.03,9039.45,12976.88,0.422129,11679.19,77.4
MN,Imphal West,Imphal West I,30.0,105.0,135.0,8591.0,0.186761,7732.0,1.75
UP,Bulandshahar,Anup Shahar,385.39,6890.94,7276.33,12453.68,0.426492,11208.31,64.92
UP,Bulandshahar,Unchagaon,325.95,6129.6,6455.55,8656.55,0.486317,7790.9,82.86
BR,Katihar,Falka,82.0,1145.0,1227.0,2141.0,0.275793,1927.0,63.7
UP,Pilibhit,Barkhera,419.37,7977.44,8396.81,12813.27,0.554509,12172.61,68.98
UP,Bulandshahar,Bulandshahar,424.6,7330.35,7754.95,9651.54,0.434057,8686.39,89.28
UP,Bulandshahar,Sikandrabad,647.21,13051.81,13699.02,14562.49,0.423232,13106.24,104.52
PB,Hoshiarpur,Hazipur,340.0,5714.0,6054.0,13897.0,0.790781,5805.0,104.0
UP,Pilibhit,Lalaurikhera,511.44,10474.56,10986.0,14082.71,0.417618,12674.44,86.68
BR,Katihar,Barari,425.0,3932.0,4357.0,10493.0,0.296598,9444.0,46.1
UP,Moradabad,Bilari,485.18,7634.88,8120.06,7193.23,0.382782,6473.91,125.43
BR,Katihar,Korha,102.0,679.0,781.0,2260.0,0.301133,2034.0,38.4
UP,Pilibhit,Marauri,393.78,6883.14,7276.92,11128.16,0.366466,10015.34,72.66
UP,Hapur,Dholana,453.66,4932.0,5385.66,11834.83,0.653889,10651.35,50.56
BR,Katihar,Manihari,120.0,1091.0,1211.0,2258.0,0.3065,2032.0,59.6
UP,Ghaziabad,Razapur,247.8,5211.6,5459.4,6432.07,0.37417,6110.47,152.161522
UP,Ghaziabad,Loni,2426.84,4436.8,6863.64,5186.62,0.278577,4667.96,147.04
UP,Pilibhit,Amaria,591.56,10940.96,11532.52,18018.91,0.445081,16217.02,71.11
BR,Katihar,Katihar,405.0,3711.0,4116.0,9546.0,0.273315,8592.0,47.9
BR,Katihar,Hasanganj,517.0,5997.0,6513.0,10449.0,0.293242,9404.0,69.3
UP,Rampur,Milak,698.14,11601.28,12299.42,16480.82,0.414216,14832.74,82.92
UP,Meerut,Mawana Kalan,305.82,8007.1,8312.92,12007.66,0.467427,10806.89,76.92
UP,Hapur,Hapur,1219.9,8327.8,9547.7,10014.9,0.24183,9013.41,105.93
UP,Rampur,Chamrauwa,516.58,9449.7,9966.28,4745.13,0.142852,4270.62,233.37
UP,Hapur,Simbholi,460.38,8906.4,9366.78,10204.35,0.930938,9183.92,101.99
UP,Ghaziabad,Bhojpur,1156.25,7185.6,8341.85,8343.27,0.382659,7508.94,111.09
UP,Meerut,Sarurpur,313.01,4573.7,4886.71,11708.57,0.576931,10537.71,46.37
UP,Hapur,Garh,535.7,10813.25,11348.95,12433.91,0.395133,11190.52,101.42
UP,Baghpat,Chhaprauli,309.66,6018.9,6328.56,7078.01,0.332432,6724.11,94.12
UP,Moradabad,Mundapandey,575.81,6481.13,7056.94,12031.36,0.695676,10828.22,65.17
BR,Katihar,Manshi,216.0,2834.0,3050.0,5159.0,0.285244,4643.0,65.7
UP,Rampur,Said Nagar,527.38,8583.23,9110.61,6498.6,0.348173,5848.74,155.77
UP,Shamli,Kairana,572.06,4235.81,4807.87,7792.56,0.428485,7013.3,68.55
UP,Ghaziabad,Muradnagar,598.1,7623.2,8221.3,12122.11,0.3048,10909.9,75.36
UP,Moradabad,Moradabad,598.24,4200.15,4798.39,7522.23,0.260562,7146.12,67.1468
BR,Katihar,Dandkhora,104.0,1615.0,1719.0,2887.0,0.299009,2598.0,66.2
BR,Katihar,Kadwa,501.0,1142.0,1642.0,3280.0,0.297469,2952.0,55.6
UP,Baghpat,Khekra,321.38,6336.6,6657.98,8088.1,0.400589,7279.29,91.46
UP,Rampur,Bilaspur,567.72,12818.48,13386.2,20944.75,0.430625,18850.28,71.01
UP,Baghpat,Pilana,307.08,5955.0,6262.08,5894.17,0.300816,5304.75,118.05
UP,Baghpat,Baghpat,368.66,5929.0,6297.66,7239.71,0.437006,6877.72,91.57
UP,Moradabad,Thakurdwara,486.53,7732.54,8219.07,15830.84,0.465032,14247.76,57.69
BR,Bhojpur,Tarari,268.0,2278.0,2546.0,6937.0,0.327097,6590.0,38.6
UP,Moradabad,Dilari,542.25,6744.24,7286.49,9465.1,0.291802,8991.85,100.3
UP,Shamli,Un,579.65,8148.4,8728.05,9083.16,0.258726,8174.84,106.77
BR,Bhojpur,Barahara,349.0,1336.0,1686.0,6431.0,0.303459,5788.0,29.1
UP,Moradabad,Chhajlet,554.63,12706.72,13261.35,12080.55,0.459518,10872.5,121.97
UP,Rampur,Saur,999.36,16913.4,17912.76,16224.4,0.239699,14601.96,122.67
UP,Baghpat,Binauli,425.37,9962.4,10387.77,10155.54,0.318939,9647.76,107.67
BR,Bhojpur,Sandesh,162.0,1609.0,1771.0,4896.0,0.37246,4651.0,38.1
UP,Muzaffarnagar,Khatauli,614.44,6782.91,7397.35,15533.26,0.539796,13979.93,52.91
UP,Saharanpur,Nakur,464.44,18212.36,18676.8,11290.17,0.337076,10161.15,183.81
UP,Muzaffarnagar,Budhana,465.66,6618.0,7083.66,6074.5,0.252116,5770.78,122.75
UP,Shamli,Kandhala,422.56,9336.25,9758.81,6715.13,0.25564,6043.62,161.47
UP,Muzaffarnagar,Jansath,579.65,4667.22,5246.87,18764.71,0.361122,16888.24,31.07
UP,Muzaffarnagar,Shahpur,428.19,6267.42,6695.61,6270.9,0.289642,5957.36,112.39
UP,Bulandshahar,Agauta,283.38,6134.43,6417.81,8161.71,0.82,7345.54,87.3702
UP,Muzaffarnagar,Charthawal,571.58,9192.32,9763.9,10181.22,0.40931,9163.1,106.56
UP,Shamli,Thana Bhawan,482.52,5721.3,6203.82,8500.68,0.331475,7650.61,81.09
UP,Saharanpur,Deoband,441.37,8504.44,8945.81,10416.56,0.427658,9374.9,105.83
UP,Pratapgarh,Baba Belkhar Nath Dham,2483.68,9269.9,11753.58,5115.81,0.26,4860.02,241.842
UP,Hathras,Sadabad,483.67,7384.9,7868.57,8536.47,0.197812,8109.64,97.03
UP,Sultanpur,Dubepur,573.8,5875.35,6449.15,7906.53,0.55764,7115.87,90.63
UP,Saharanpur,Nanauta,346.2,11982.94,12329.14,10036.28,0.594736,9032.65,136.5
UP,Saharanpur,Nagal,488.05,14410.86,14898.91,10438.03,0.349424,9394.23,158.6
UP,Saharanpur,Gangoh,574.5,21493.16,22067.66,15709.34,0.460495,14138.41,156.08
UP,Saharanpur,Ballia Kheri,611.22,12431.44,13042.66,11013.99,0.504407,9912.59,131.58
UP,Saharanpur,Punwarka,670.41,11468.26,12138.67,13837.57,0.39068,13145.69,92.34
UP,Saharanpur,Muzaffarabad,559.27,17075.8,17635.07,16598.96,0.268235,14939.06,97.43
UP,Saharanpur,Sadhauli Kadeem,448.34,25752.46,26200.8,18122.26,0.405756,16310.03,160.64
UP,Agra,Kheragarh,360.04,4475.95,4835.99,6745.57,0.296809,6071.02,79.66
UP,Hathras,Sahpau,281.66,4044.08,4325.74,5361.0,0.733577,4824.9,89.65
UP,Hathras,Hasayan,383.07,6701.61,7084.68,13349.14,0.402418,12014.22,58.97
BR,Katihar,Amdabad,254.0,1526.0,1780.0,5164.0,0.265734,4648.0,38.3
UP,Hathras,Mursan,408.56,7818.97,8227.53,7151.83,0.343001,6794.24,121.1
UP,Hathras,Hathras,415.08,6983.88,7398.96,8545.54,0.312164,8118.26,91.14
UP,Hathras,Sasni,472.94,6248.76,6721.7,6974.91,0.264303,6277.42,107.08
UP,Meerut,Machhra,283.3,7521.76,7805.06,9567.54,0.644834,8610.79,90.64
BR,Bhojpur,Koilwar,400.0,2317.0,2717.0,3951.0,0.360862,3555.0,76.4
UP,Hathras,Sikandra Rao,357.05,6600.92,6957.97,12603.17,0.514969,11342.86,61.34
UP,Meerut,Kharkhoda,250.17,7817.7,8067.87,9004.3,0.574725,8103.87,99.56
UP,Meerut,Jani,318.27,3776.5,4094.77,13279.94,0.765178,11951.95,34.26
UP,Meerut,Parichhatgarh,354.27,9476.1,9830.37,11080.3,0.602221,10526.29,93.39
UP,Meerut,Rajpura,354.0,4959.6,5313.6,5523.83,0.222379,4971.45,106.88
UP,Meerut,Rohta,231.2,4503.7,4734.9,9246.74,0.514675,8322.07,56.9
UP,Meerut,Hastinapur,260.48,10698.1,10958.58,14879.34,0.320419,14135.37,77.53
UP,Meerut,Sardhana,279.06,7512.5,7791.56,17222.73,0.862751,15500.46,50.27
UP,Saharanpur,Sarsawa,552.83,15223.9,15776.73,15021.21,0.384768,13519.09,116.7
UP,Sonbhadra,Babhani,129.56,259.02,388.58,576.55,0.008805,518.9,74.89
BR,Katihar,Azamnagar,475.0,6838.0,7312.0,10577.0,0.334443,9519.0,76.8
BR,Lakhisarai,Halsi,161.0,2055.0,2216.0,3758.0,0.2816,3570.0,62.1
UP,Sonbhadra,Dudhi,186.96,858.6,1045.56,1541.76,0.024608,1387.58,75.35
UP,Sonbhadra,Chopan,359.51,1001.61,1361.12,5358.66,0.029017,5090.72,26.74
UP,Sonbhadra,Chatra,134.74,1939.03,2073.77,3179.88,0.167546,2861.89,72.46
UP,Amethi,Dih,301.28,3392.7,3693.98,6366.09,0.245524,6047.78,61.08
UP,Sonbhadra,Nagawa,126.01,469.28,595.29,1431.89,0.016511,1288.7,46.19
UP,Sonbhadra,Ghorawal,360.88,2418.57,2779.45,3430.9,0.042924,3087.81,90.01
WB,Malda,Bamangola,158.014,363.2,600.222,8192.3,0.397858,7373.07,8.14
UP,Sonbhadra,Robertsganj,505.29,3463.47,3968.76,5512.89,0.135781,4961.6,79.99
UP,Kannauj,Chhibramau,534.33,7323.54,7857.87,10556.5,0.342769,10028.68,78.35
UP,Kannauj,Talgram,422.46,8215.83,8638.29,7549.29,0.249569,7171.83,120.45
UP,Kannauj,Jalalabad,245.69,5216.46,5462.15,3367.76,0.168388,3199.37,170.73
UP,Kannauj,Kannauj,508.95,4464.58,4973.53,6301.35,0.139834,5986.28,83.08
UP,Kannauj,Saurikh,400.36,4807.28,5207.64,10399.55,0.313742,9879.57,52.71
UP,Kannauj,Haseran,277.07,4020.55,4297.62,8616.15,0.593314,8185.34,52.5
UP,Kannauj,Umarda,694.97,4104.0,4798.97,19216.1,0.476759,18255.3,26.29
UP,Kannauj,Gograpur,153.73,1651.8,1805.53,2049.9,0.1,1947.41,78.354
BR,Lakhisarai,Barahiya,421.0,1335.0,1756.0,7694.0,0.320429,6925.0,25.4
